application_id;module;function;path;prior;target_range
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.R.L.T-i8;Integer Offset Prior;0,11
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.L.T-i16;Integer Offset Prior;241,111
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.L.T-i16;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRefixEm;Z.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZL20sanitizeFunctionNameN4llvm9StringRefE;Z.S1.L.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZL20sanitizeFunctionNameN4llvm9StringRefE;Z.S1.L.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZL20sanitizeFunctionNameN4llvm9StringRefE;Z.S1.R.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZL20sanitizeFunctionNameN4llvm9StringRefE;Z.S1.R.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.T-i32;Integer Offset Prior;241,111
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.T-i32;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.L.R.T-i8;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.T-i64;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.L.T-i16;Integer Range Prior;235,32767
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.L.T-i16;Integer Offset Prior;6,32767
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.L.T-i16;Integer Scale Prior;32767,32767
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.R.T-i16;Integer Range Prior;0,12
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE;A2.D.R.T-i16;Integer Offset Prior;0,12
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.L.L.T-i8;Integer Offset Prior;77,111
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE;A3.D.L.L.T-i8;Integer Scale Prior;4,1
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.L.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvmeqENS_9StringRefES0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvm11GlobalValue22dropLLVMManglingEscapeENS_9StringRefE;Z.S1.R.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef7compareES0_;Z.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.T-i64;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.L.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef6equalsES0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZN4llvmltENS_9StringRefES0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm9StringRef4findEcm;Z.R.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm20GetUnderlyingObjectsEPKNS_5ValueERNS_15SmallVectorImplIS2_EERKNS_10DataLayoutEPNS_8LoopInfoEj;A1.D.S0.S0.S0.S1.T-i32;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm20GetUnderlyingObjectsEPKNS_5ValueERNS_15SmallVectorImplIS2_EERKNS_10DataLayoutEPNS_8LoopInfoEj;A1.D.S0.S0.S0.S1.T-i32;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm20GetUnderlyingObjectsEPKNS_5ValueERNS_15SmallVectorImplIS2_EERKNS_10DataLayoutEPNS_8LoopInfoEj;A1.D.S0.S0.S0.S1.L.L.T-i8;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm20GetUnderlyingObjectsEPKNS_5ValueERNS_15SmallVectorImplIS2_EERKNS_10DataLayoutEPNS_8LoopInfoEj;A1.D.S0.S0.S0.S1.L.L.T-i8;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm20GetUnderlyingObjectsEPKNS_5ValueERNS_15SmallVectorImplIS2_EERKNS_10DataLayoutEPNS_8LoopInfoEj;A1.D.S0.S0.S0.S1.L.T-i16;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm20GetUnderlyingObjectsEPKNS_5ValueERNS_15SmallVectorImplIS2_EERKNS_10DataLayoutEPNS_8LoopInfoEj;A1.D.S0.S0.S0.S1.L.T-i16;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_7PHINodeEKPKNS_5ValueES4_E4doitERS5_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm3isaINS_7PHINodeEPKNS_5ValueEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm8isa_implINS_7PHINodeENS_5ValueEvE4doitERKS2_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/BranchProbabilityInfo.cpp;_ZN4llvm11SmallPtrSetIPKNS_10BasicBlockELj16EEC2Ev;A0.D.S0.S0.S3.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/BranchProbabilityInfo.cpp;_ZN4llvm11SmallPtrSetIPKNS_10BasicBlockELj16EEC2Ev;A0.D.S0.S0.S3.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/BranchProbabilityInfo.cpp;_ZN4llvm11SmallPtrSetIPKNS_10BasicBlockELj16EEC2Ev;A0.D.S0.S0.S3.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm3isaINS_11GEPOperatorEPKNS_5ValueEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.L.T-i8;Integer Range Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.T-i16;Integer Range Prior;0,221
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.T-i16;Integer Offset Prior;0,221
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.T-i32;Integer Range Prior;0,221
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.T-i32;Integer Offset Prior;0,221
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.L.T-i8;Integer Range Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.T-i16;Integer Range Prior;0,207
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.T-i16;Integer Offset Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.T-i32;Integer Range Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.T-i32;Integer Offset Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_11GEPOperatorEKPKNS_5ValueES4_E4doitERS5_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.L.T-i8;Integer Range Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.T-i16;Integer Range Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.T-i16;Integer Offset Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.T-i32;Integer Range Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.T-i32;Integer Offset Prior;0,208
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBase10insert_impEPKv;Z.S1.T-i8;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBase10insert_impEPKv;Z.S1.T-i8;Integer Scale Prior;127,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN12_GLOBAL__N_18EarlyCSE9StackNode15childGenerationEj;A0.D.S1.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.L.T-i8;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.L.T-i8;Integer Scale Prior;4,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.T-i16;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.T-i16;Integer Scale Prior;32767,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.T-i32;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.T-i32;Integer Scale Prior;2147483647,0
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_bicg;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.R.R.T-i8;All Integers Prior;NA
